DATE,T10YIE,T5YIFR
2013-08-13,2.23,2.54
2013-08-14,2.21,2.56
2013-08-15,2.17,2.51
2013-08-16,2.16,2.53
2013-08-19,2.13,2.5
2013-08-20,2.15,2.52
2013-08-21,2.14,2.51
2013-08-22,2.11,2.45
2013-08-23,2.13,2.44
2013-08-26,2.15,2.48
2013-08-27,2.15,2.44
2013-08-28,2.15,2.45
2013-08-29,2.1,2.4
2013-08-30,2.1,2.42
2013-09-02,,
2013-09-03,2.1,2.44
2013-09-04,2.07,2.4
2013-09-05,2.06,2.41
2013-09-06,2.07,2.43
2013-09-09,2.06,2.43
2013-09-10,2.1,2.46
2013-09-11,2.13,2.5
2013-09-12,2.11,2.47
2013-09-13,2.1,2.45
2013-09-16,2.12,2.48
2013-09-17,2.16,2.53
2013-09-18,2.2,2.56
2013-09-19,2.21,2.59
2013-09-20,2.23,2.61
2013-09-23,2.26,2.68
2013-09-24,2.19,2.61
2013-09-25,2.18,2.57
2013-09-26,2.19,2.61
2013-09-27,2.18,2.6
2013-09-30,2.19,2.64
2013-10-01,2.2,2.63
2013-10-02,2.2,2.6
2013-10-03,2.19,2.61
2013-10-04,2.2,2.61
2013-10-07,2.2,2.61
2013-10-08,2.18,2.6
2013-10-09,2.21,2.64
2013-10-10,2.21,2.61
2013-10-11,2.2,2.61
2013-10-14,,
2013-10-15,2.21,2.63
2013-10-16,2.19,2.59
2013-10-17,2.16,2.55
2013-10-18,2.18,2.58
2013-10-21,2.19,2.59
2013-10-22,2.17,2.58
2013-10-23,2.15,2.54
2013-10-24,2.17,2.57
2013-10-25,2.19,2.61
2013-10-28,2.19,2.59
2013-10-29,2.18,2.6
2013-10-30,2.18,2.59
2013-10-31,2.17,2.6
2013-11-01,2.15,2.6
2013-11-04,2.13,2.55
2013-11-05,2.14,2.56
2013-11-06,2.19,2.61
2013-11-07,2.17,2.58
2013-11-08,2.18,2.59
2013-11-11,,
2013-11-12,2.18,2.57
2013-11-13,2.17,2.55
2013-11-14,2.18,2.56
2013-11-15,2.18,2.56
2013-11-18,2.19,2.58
2013-11-19,2.18,2.59
2013-11-20,2.16,2.57
2013-11-21,2.19,2.62
2013-11-22,2.19,2.62
2013-11-25,2.18,2.61
2013-11-26,2.17,2.63
2013-11-27,2.16,2.61
2013-11-28,,
2013-11-29,2.15,2.61
2013-12-02,2.15,2.6
2013-12-03,2.15,2.61
2013-12-04,2.11,2.58
2013-12-05,2.12,2.58
2013-12-06,2.11,2.57
2013-12-09,2.12,2.61
2013-12-10,2.12,2.6
2013-12-11,2.15,2.65
2013-12-12,2.14,2.63
2013-12-13,2.16,2.66
2013-12-16,2.18,2.68
2013-12-17,2.18,2.67
2013-12-18,2.17,2.67
2013-12-19,2.15,2.55
2013-12-20,2.16,2.68
2013-12-23,2.18,2.69
2013-12-24,2.19,2.7
2013-12-25,,
2013-12-26,2.2,2.7
2013-12-27,2.22,2.76
2013-12-30,2.23,2.82
2013-12-31,2.24,2.79
2014-01-01,,
2014-01-02,2.26,2.81
2014-01-03,2.26,2.83
2014-01-06,2.26,2.77
2014-01-07,2.26,2.69
2014-01-08,2.29,2.82
2014-01-09,2.31,2.79
2014-01-10,2.29,2.83
2014-01-13,2.27,2.83
2014-01-14,2.26,2.76
2014-01-15,2.28,2.84
2014-01-16,2.25,2.76
2014-01-17,2.26,2.8
2014-01-20,,
2014-01-21,2.26,2.81
2014-01-22,2.25,2.71
2014-01-23,2.13,2.54
2014-01-24,2.14,2.6
2014-01-27,2.14,2.56
2014-01-28,2.15,2.59
2014-01-29,2.14,2.56
2014-01-30,2.15,2.54
2014-01-31,2.14,2.56
2014-02-03,2.14,2.58
2014-02-04,2.13,2.49
2014-02-05,2.14,2.5
2014-02-06,2.16,2.5
2014-02-07,2.18,2.59
2014-02-10,2.19,2.59
2014-02-11,2.19,2.58
2014-02-12,2.21,2.59
2014-02-13,2.17,2.57
2014-02-14,2.16,2.65
2014-02-17,,
2014-02-18,2.14,2.49
2014-02-19,2.13,2.48
2014-02-20,2.13,2.48
2014-02-21,2.12,2.5
2014-02-24,2.16,2.54
2014-02-25,2.15,2.52
2014-02-26,2.16,2.56
2014-02-27,2.16,2.51
2014-02-28,2.17,2.55
2014-03-03,2.16,2.54
2014-03-04,2.18,2.57
2014-03-05,2.18,2.56
2014-03-06,2.21,2.58
2014-03-07,2.23,2.63
2014-03-10,2.22,2.56
2014-03-11,2.2,2.54
2014-03-12,2.19,2.56
2014-03-13,2.17,2.59
2014-03-14,2.17,2.6
2014-03-17,2.18,2.56
2014-03-18,2.18,2.59
2014-03-19,2.16,2.59
2014-03-20,2.13,2.51
2014-03-21,2.14,2.49
2014-03-24,2.15,2.51
2014-03-25,2.14,2.58
2014-03-26,2.14,2.53
2014-03-27,2.13,2.53
2014-03-28,2.13,2.54
2014-03-31,2.13,2.56
2014-04-01,2.14,2.57
2014-04-02,2.14,2.56
2014-04-03,2.14,2.6
2014-04-04,2.13,2.55
2014-04-07,2.12,2.63
2014-04-08,2.11,2.51
2014-04-09,2.14,2.58
2014-04-10,2.14,2.59
2014-04-11,2.13,2.62
2014-04-14,2.13,2.55
2014-04-15,2.14,2.6
2014-04-16,2.17,2.61
2014-04-17,2.21,2.47
2014-04-18,,
2014-04-21,2.2,2.43
2014-04-22,2.21,2.44
2014-04-23,2.21,2.44
2014-04-24,2.21,2.43
2014-04-25,2.2,2.44
2014-04-28,2.18,2.41
2014-04-29,2.18,2.41
2014-04-30,2.18,2.4
2014-05-01,2.2,2.44
2014-05-02,2.19,2.43
2014-05-05,2.18,2.44
2014-05-06,2.16,2.41
2014-05-07,2.2,2.48
2014-05-08,2.19,2.45
2014-05-09,2.18,2.44
2014-05-12,2.18,2.45
2014-05-13,2.16,2.43
2014-05-14,2.17,2.42
2014-05-15,2.19,2.42
2014-05-16,2.18,2.42
2014-05-19,2.17,2.41
2014-05-20,2.17,2.42
2014-05-21,2.18,2.41
2014-05-22,2.21,2.45
2014-05-23,2.22,2.47
2014-05-26,,
2014-05-27,2.21,2.47
2014-05-28,2.22,2.5
2014-05-29,2.23,2.5
2014-05-30,2.22,2.51
2014-06-02,2.22,2.51
2014-06-03,2.19,2.46
2014-06-04,2.17,2.44
2014-06-05,2.18,2.44
2014-06-06,2.2,2.47
2014-06-09,2.21,2.47
2014-06-10,2.21,2.48
2014-06-11,2.22,2.5
2014-06-12,2.19,2.43
2014-06-13,2.19,2.45
2014-06-16,2.2,2.48
2014-06-17,2.23,2.49
2014-06-18,2.23,2.48
2014-06-19,2.25,2.48
2014-06-20,2.28,2.54
2014-06-23,2.28,2.53
2014-06-24,2.28,2.51
2014-06-25,2.28,2.53
2014-06-26,2.27,2.52
2014-06-27,2.27,2.51
2014-06-30,2.26,2.52
2014-07-01,2.26,2.52
2014-07-02,2.26,2.51
2014-07-03,2.28,2.53
2014-07-04,,
2014-07-07,2.27,2.53
2014-07-08,2.27,2.55
2014-07-09,2.29,2.6
2014-07-10,2.28,2.56
2014-07-11,2.28,2.57
2014-07-14,2.27,2.55
2014-07-15,2.25,2.54
2014-07-16,2.23,2.51
2014-07-17,2.23,2.49
2014-07-18,2.24,2.52
2014-07-21,2.24,2.51
2014-07-22,2.23,2.53
2014-07-23,2.23,2.54
2014-07-24,2.27,2.61
2014-07-25,2.28,2.61
2014-07-28,2.28,2.61
2014-07-29,2.27,2.6
2014-07-30,2.28,2.6
2014-07-31,2.29,2.61
2014-08-01,2.27,2.62
2014-08-04,2.25,2.6
2014-08-05,2.24,2.58
2014-08-06,2.25,2.6
2014-08-07,2.24,2.59
2014-08-08,2.25,2.64
2014-08-11,2.25,2.64
2014-08-12,2.24,2.61
2014-08-13,2.23,2.58
2014-08-14,2.21,2.58
2014-08-15,2.18,2.53
2014-08-18,2.18,2.51
2014-08-19,2.17,2.53
2014-08-20,2.17,2.51
2014-08-21,2.17,2.54
2014-08-22,2.14,2.49
2014-08-25,2.15,2.52
2014-08-26,2.14,2.45
2014-08-27,2.14,2.48
2014-08-28,2.13,2.49
2014-08-29,2.12,2.48
2014-09-01,,
2014-09-02,2.15,2.54
2014-09-03,2.17,2.57
2014-09-04,2.17,2.58
2014-09-05,2.15,2.53
2014-09-08,2.13,2.52
2014-09-09,2.11,2.51
2014-09-10,2.1,2.51
2014-09-11,2.12,2.48
2014-09-12,2.13,2.51
2014-09-15,2.13,2.53
2014-09-16,2.12,2.49
2014-09-17,2.06,2.49
2014-09-18,2.02,2.48
2014-09-19,2.03,2.5
2014-09-22,1.99,2.38
2014-09-23,2.02,2.41
2014-09-24,2.03,2.4
2014-09-25,2.02,2.42
2014-09-26,1.97,2.35
2014-09-29,1.95,2.29
2014-09-30,1.97,2.38
2014-10-01,1.96,2.32
2014-10-02,1.95,2.33
2014-10-03,1.93,2.3
2014-10-06,1.93,2.31
2014-10-07,1.92,2.32
2014-10-08,1.96,2.38
2014-10-09,1.97,2.42
2014-10-10,1.96,2.4
2014-10-13,,
2014-10-14,1.92,2.43
2014-10-15,1.86,2.35
2014-10-16,1.89,2.41
2014-10-17,1.92,2.41
2014-10-20,1.91,2.37
2014-10-21,1.9,2.38
2014-10-22,1.91,2.35
2014-10-23,1.91,2.39
2014-10-24,1.9,2.34
2014-10-27,1.89,2.34
2014-10-28,1.91,2.35
2014-10-29,1.92,2.37
2014-10-30,1.9,2.31
2014-10-31,1.92,2.31
2014-11-03,1.93,2.31
2014-11-04,1.92,2.35
2014-11-05,1.93,2.32
2014-11-06,1.94,2.3
2014-11-07,1.94,2.29
2014-11-10,1.94,2.3
2014-11-11,,
2014-11-12,1.91,2.29
2014-11-13,1.88,2.28
2014-11-14,1.89,2.33
2014-11-17,1.86,2.3
2014-11-18,1.84,2.26
2014-11-19,1.83,2.27
2014-11-20,1.85,2.29
2014-11-21,1.86,2.28
2014-11-24,1.86,2.29
2014-11-25,1.85,2.23
2014-11-26,1.82,2.2
2014-11-27,,
2014-11-28,1.79,2.19
2014-12-01,1.79,2.19
2014-12-02,1.77,2.18
2014-12-03,1.79,2.2
2014-12-04,1.77,2.18
2014-12-05,1.75,2.15
2014-12-08,1.71,2.18
2014-12-09,1.73,2.12
2014-12-10,1.71,2.15
2014-12-11,1.7,2.13
2014-12-12,1.64,2.08
2014-12-15,1.62,2.07
2014-12-16,1.65,2.09
2014-12-17,1.65,2.08
2014-12-18,1.65,2.1
2014-12-19,1.68,2.09
2014-12-22,1.7,2.11
2014-12-23,1.7,2.1
2014-12-24,1.68,2.1
2014-12-25,,
2014-12-26,1.67,2.08
2014-12-29,1.65,2.08
2014-12-30,1.64,2.07
2014-12-31,1.68,2.09
2015-01-01,,
2015-01-02,1.71,2.12
2015-01-05,1.64,2.03
2015-01-06,1.56,1.96
2015-01-07,1.57,1.98
2015-01-08,1.62,2.03
2015-01-09,1.62,2.04
2015-01-12,1.57,1.98
2015-01-13,1.54,2.03
2015-01-14,1.57,1.96
2015-01-15,1.58,1.98
2015-01-16,1.6,2.01
2015-01-19,,
2015-01-20,1.59,1.99
2015-01-21,1.61,2.05
2015-01-22,1.61,2.03
2015-01-23,1.6,1.99
2015-01-26,1.61,1.98
2015-01-27,1.66,2.03
2015-01-28,1.61,1.98
2015-01-29,1.62,1.93
2015-01-30,1.65,2.01
2015-02-02,1.65,1.98
2015-02-03,1.7,2.0
2015-02-04,1.71,2.07
2015-02-05,1.7,2.02
2015-02-06,1.71,2.06
2015-02-09,1.71,2.06
2015-02-10,1.7,2.08
2015-02-11,1.68,2.04
2015-02-12,1.66,1.95
2015-02-13,1.68,2.04
2015-02-16,,
2015-02-17,1.71,2.09
2015-02-18,1.71,2.1
2015-02-19,1.74,2.13
2015-02-20,1.75,2.13
2015-02-23,1.72,2.1
2015-02-24,1.72,2.11
2015-02-25,1.72,2.08
2015-02-26,1.79,2.09
2015-02-27,1.83,2.17
2015-03-02,1.83,2.12
2015-03-03,1.86,2.15
2015-03-04,1.87,2.13
2015-03-05,1.84,2.15
2015-03-06,1.83,2.11
2015-03-09,1.76,2.05
2015-03-10,1.73,2.1
2015-03-11,1.72,1.99
2015-03-12,1.71,2.01
2015-03-13,1.69,1.98
2015-03-16,1.65,2.03
2015-03-17,1.64,1.94
2015-03-18,1.7,2.07
2015-03-19,1.79,2.09
2015-03-20,1.76,2.02
2015-03-23,1.75,2.02
2015-03-24,1.77,2.01
2015-03-25,1.81,2.06
2015-03-26,1.8,2.03
2015-03-27,1.76,1.98
2015-03-30,1.73,1.97
2015-03-31,1.76,2.01
2015-04-01,1.8,2.02
2015-04-02,1.81,2.06
2015-04-03,1.83,2.08
2015-04-06,1.85,2.1
2015-04-07,1.85,2.1
2015-04-08,1.84,2.1
2015-04-09,1.84,2.09
2015-04-10,1.82,2.08
2015-04-13,1.8,2.05
2015-04-14,1.8,2.05
2015-04-15,1.84,2.09
2015-04-16,1.85,2.12
2015-04-17,1.89,2.13
2015-04-20,1.89,2.18
2015-04-21,1.86,2.13
2015-04-22,1.87,2.14
2015-04-23,1.89,2.08
2015-04-24,1.89,2.07
2015-04-27,1.91,2.11
2015-04-28,1.89,2.09
2015-04-29,1.92,2.14
2015-04-30,1.94,2.16
2015-05-01,1.94,2.16
2015-05-04,1.92,2.15
2015-05-05,1.94,2.16
2015-05-06,1.91,2.13
2015-05-07,1.88,2.1
2015-05-08,1.88,2.1
2015-05-11,1.88,2.12
2015-05-12,1.88,2.11
2015-05-13,1.86,2.05
2015-05-14,1.87,2.09
2015-05-15,1.83,2.04
2015-05-18,1.86,2.08
2015-05-19,1.85,2.08
2015-05-20,1.88,2.11
2015-05-21,1.84,2.05
2015-05-22,1.87,2.09
2015-05-25,,
2015-05-26,1.82,2.05
2015-05-27,1.8,2.06
2015-05-28,1.8,2.07
2015-05-29,1.8,2.03
2015-06-01,1.8,2.05
2015-06-02,1.83,2.07
2015-06-03,1.83,2.07
2015-06-04,1.81,2.03
2015-06-05,1.86,2.08
2015-06-08,1.85,2.07
2015-06-09,1.86,2.07
2015-06-10,1.87,2.08
2015-06-11,1.83,2.03
2015-06-12,1.84,2.04
2015-06-15,1.85,2.06
2015-06-16,1.88,2.09
2015-06-17,1.9,2.11
2015-06-18,1.89,2.11
2015-06-19,1.86,2.09
2015-06-22,1.9,2.15
2015-06-23,1.92,2.17
2015-06-24,1.9,2.16
2015-06-25,1.91,2.19
2015-06-26,1.92,2.18
2015-06-29,1.87,2.15
2015-06-30,1.87,2.13
2015-07-01,1.89,2.18
2015-07-02,1.91,2.2
2015-07-03,,
2015-07-06,1.87,2.17
2015-07-07,1.87,2.17
2015-07-08,1.83,2.12
2015-07-09,1.85,2.14
2015-07-10,1.87,2.16
2015-07-13,1.86,2.16
2015-07-14,1.85,2.15
2015-07-15,1.84,2.15
2015-07-16,1.84,2.16
2015-07-17,1.83,2.16
2015-07-20,1.82,2.15
2015-07-21,1.82,2.15
2015-07-22,1.8,2.12
2015-07-23,1.79,2.13
2015-07-24,1.76,2.12
2015-07-27,1.73,2.11
2015-07-28,1.75,2.12
2015-07-29,1.77,2.14
2015-07-30,1.77,2.14
2015-07-31,1.74,2.12
2015-08-03,1.7,2.09
2015-08-04,1.71,2.11
2015-08-05,1.7,2.09
2015-08-06,1.67,2.03
2015-08-07,1.66,2.04
2015-08-10,1.69,2.08
2015-08-11,1.66,2.05
2015-08-12,1.62,1.97
2015-08-13,1.62,2.0
2015-08-14,1.62,1.99
2015-08-17,1.58,1.94
2015-08-18,1.58,1.95
2015-08-19,1.57,1.97
2015-08-20,1.56,1.95
2015-08-21,1.53,1.93
2015-08-24,1.49,1.87
2015-08-25,1.53,1.91
2015-08-26,1.53,1.93
2015-08-27,1.58,1.96
2015-08-28,1.61,2.0
2015-08-31,1.63,2.0
2015-09-01,1.57,1.96
2015-09-02,1.56,1.93
2015-09-03,1.54,1.92
2015-09-04,1.51,1.88
2015-09-07,,
2015-09-08,1.53,1.91
2015-09-09,1.56,1.97
2015-09-10,1.59,1.97
2015-09-11,1.59,1.97
2015-09-14,1.56,1.93
2015-09-15,1.56,1.92
2015-09-16,1.57,1.93
2015-09-17,1.58,1.92
2015-09-18,1.55,1.91
2015-09-21,1.54,1.89
2015-09-22,1.51,1.87
2015-09-23,1.52,1.88
2015-09-24,1.49,1.87
2015-09-25,1.46,1.81
2015-09-28,1.39,1.76
2015-09-29,1.39,1.75
2015-09-30,1.41,1.75
2015-10-01,1.46,1.79
2015-10-02,1.48,1.81
2015-10-05,1.51,1.84
2015-10-06,1.52,1.82
2015-10-07,1.55,1.88
2015-10-08,1.58,1.9
2015-10-09,1.54,1.86
2015-10-12,,
2015-10-13,1.52,1.86
2015-10-14,1.49,1.83
2015-10-15,1.5,1.82
2015-10-16,1.48,1.78
2015-10-19,1.45,1.77
2015-10-20,1.48,1.8
2015-10-21,1.45,1.77
2015-10-22,1.47,1.8
2015-10-23,1.51,1.83
2015-10-26,1.48,1.8
2015-10-27,1.48,1.81
2015-10-28,1.47,1.8
2015-10-29,1.52,1.85
2015-10-30,1.53,1.86
2015-11-02,1.55,1.87
2015-11-03,1.58,1.89
2015-11-04,1.57,1.88
2015-11-05,1.55,1.87
2015-11-06,1.59,1.93
2015-11-09,1.6,1.92
2015-11-10,1.55,1.85
2015-11-11,,
2015-11-12,1.54,1.84
2015-11-13,1.52,1.83
2015-11-16,1.51,1.82
2015-11-17,1.53,1.83
2015-11-18,1.56,1.87
2015-11-19,1.56,1.85
2015-11-20,1.6,1.89
2015-11-23,1.61,1.89
2015-11-24,1.62,1.91
2015-11-25,1.61,1.91
2015-11-26,,
2015-11-27,1.6,1.89
2015-11-30,1.59,1.88
2015-12-01,1.57,1.85
2015-12-02,1.56,1.85
2015-12-03,1.61,1.89
2015-12-04,1.6,1.9
2015-12-07,1.56,1.87
2015-12-08,1.56,1.87
2015-12-09,1.53,1.85
2015-12-10,1.51,1.82
2015-12-11,1.46,1.75
2015-12-14,1.45,1.73
2015-12-15,1.48,1.74
2015-12-16,1.46,1.72
2015-12-17,1.47,1.73
2015-12-18,1.46,1.71
2015-12-21,1.45,1.71
2015-12-22,1.46,1.73
2015-12-23,1.51,1.77
2015-12-24,1.52,1.81
2015-12-25,,
2015-12-28,1.5,1.76
2015-12-29,1.53,1.78
2015-12-30,1.54,1.8
2015-12-31,1.54,1.77
2016-01-01,,
2016-01-04,1.55,1.79
2016-01-05,1.56,1.81
2016-01-06,1.53,1.8
2016-01-07,1.5,1.75
2016-01-08,1.48,1.73
2016-01-11,1.45,1.71
2016-01-12,1.43,1.67
2016-01-13,1.43,1.68
2016-01-14,1.43,1.66
2016-01-15,1.36,1.6
2016-01-18,,
2016-01-19,1.38,1.6
2016-01-20,1.32,1.54
2016-01-21,1.28,1.48
2016-01-22,1.35,1.55
2016-01-25,1.34,1.53
2016-01-26,1.36,1.55
2016-01-27,1.4,1.62
2016-01-28,1.42,1.64
2016-01-29,1.41,1.63
2016-02-01,1.4,1.6
2016-02-02,1.36,1.58
2016-02-03,1.38,1.6
2016-02-04,1.36,1.59
2016-02-05,1.33,1.59
2016-02-08,1.23,1.49
2016-02-09,1.21,1.49
2016-02-10,1.21,1.47
2016-02-11,1.18,1.42
2016-02-12,1.25,1.47
2016-02-15,,
2016-02-16,1.25,1.47
2016-02-17,1.28,1.52
2016-02-18,1.24,1.46
2016-02-19,1.26,1.46
2016-02-22,1.31,1.51
2016-02-23,1.32,1.51
2016-02-24,1.36,1.57
2016-02-25,1.39,1.6
2016-02-26,1.41,1.62
2016-02-29,1.42,1.61
2016-03-01,1.48,1.67
2016-03-02,1.51,1.68
2016-03-03,1.53,1.7
2016-03-04,1.51,1.66
2016-03-07,1.48,1.6
2016-03-08,1.46,1.59
2016-03-09,1.51,1.65
2016-03-10,1.48,1.61
2016-03-11,1.54,1.67
2016-03-14,1.52,1.66
2016-03-15,1.5,1.65
2016-03-16,1.58,1.71
2016-03-17,1.57,1.68
2016-03-18,1.61,1.75
2016-03-21,1.64,1.78
2016-03-22,1.63,1.78
2016-03-23,1.58,1.72
2016-03-24,1.57,1.72
2016-03-25,,
2016-03-28,1.56,1.72
2016-03-29,1.61,1.75
2016-03-30,1.65,1.78
2016-03-31,1.62,1.75
2016-04-01,1.62,1.75
2016-04-04,1.64,1.8
2016-04-05,1.59,1.75
2016-04-06,1.59,1.75
2016-04-07,1.58,1.75
2016-04-08,1.58,1.73
2016-04-11,1.56,1.71
2016-04-12,1.57,1.75
2016-04-13,1.56,1.69
2016-04-14,1.56,1.7
2016-04-15,1.56,1.7
2016-04-18,1.57,1.73
2016-04-19,1.6,1.74
2016-04-20,1.62,1.75
2016-04-21,1.64,1.72
2016-04-22,1.64,1.72
2016-04-25,1.65,1.74
2016-04-26,1.67,1.78
2016-04-27,1.68,1.79
2016-04-28,1.72,1.83
2016-04-29,1.71,1.82
2016-05-02,1.68,1.78
2016-05-03,1.64,1.74
2016-05-04,1.63,1.74
2016-05-05,1.63,1.74
2016-05-06,1.61,1.71
2016-05-09,1.59,1.68
2016-05-10,1.62,1.71
2016-05-11,1.59,1.65
2016-05-12,1.6,1.67
2016-05-13,1.58,1.64
2016-05-16,1.6,1.67
2016-05-17,1.61,1.66
2016-05-18,1.61,1.68
2016-05-19,1.56,1.61
2016-05-20,1.56,1.61
2016-05-23,1.54,1.59
2016-05-24,1.55,1.59
2016-05-25,1.58,1.65
2016-05-26,1.58,1.65
2016-05-27,1.58,1.65
2016-05-30,,
2016-05-31,1.54,1.61
2016-06-01,1.54,1.61
2016-06-02,1.54,1.6
2016-06-03,1.52,1.59
2016-06-06,1.54,1.59
2016-06-07,1.57,1.63
2016-06-08,1.59,1.64
2016-06-09,1.56,1.59
2016-06-10,1.52,1.55
2016-06-13,1.47,1.49
2016-06-14,1.45,1.45
2016-06-15,1.47,1.47
2016-06-16,1.42,1.42
2016-06-17,1.42,1.41
2016-06-20,1.43,1.43
2016-06-21,1.43,1.45
2016-06-22,1.44,1.47
2016-06-23,1.5,1.53
2016-06-24,1.42,1.48
2016-06-27,1.34,1.41
2016-06-28,1.37,1.42
2016-06-29,1.4,1.44
2016-06-30,1.4,1.42
2016-07-01,1.43,1.43
2016-07-04,,
2016-07-05,1.4,1.41
2016-07-06,1.43,1.45
2016-07-07,1.43,1.45
2016-07-08,1.43,1.47
2016-07-11,1.42,1.43
2016-07-12,1.46,1.46
2016-07-13,1.45,1.47
2016-07-14,1.45,1.46
2016-07-15,1.49,1.54
2016-07-18,1.49,1.57
2016-07-19,1.44,1.49
2016-07-20,1.46,1.52
2016-07-21,1.52,1.66
2016-07-22,1.51,1.66
2016-07-25,1.5,1.66
2016-07-26,1.5,1.67
2016-07-27,1.49,1.67
2016-07-28,1.52,1.71
2016-07-29,1.49,1.67
2016-08-01,1.46,1.65
2016-08-02,1.44,1.63
2016-08-03,1.46,1.64
2016-08-04,1.47,1.64
2016-08-05,1.5,1.67
2016-08-08,1.51,1.68
2016-08-09,1.49,1.68
2016-08-10,1.44,1.61
2016-08-11,1.47,1.62
2016-08-12,1.44,1.59
2016-08-15,1.45,1.6
2016-08-16,1.44,1.6
2016-08-17,1.47,1.63
2016-08-18,1.47,1.62
2016-08-19,1.48,1.62
2016-08-22,1.47,1.6
2016-08-23,1.48,1.62
2016-08-24,1.48,1.64
2016-08-25,1.49,1.65
2016-08-26,1.47,1.63
2016-08-29,1.46,1.63
2016-08-30,1.46,1.64
2016-08-31,1.47,1.67
2016-09-01,1.45,1.66
2016-09-02,1.47,1.66
2016-09-05,,
2016-09-06,1.49,1.69
2016-09-07,1.51,1.72
2016-09-08,1.52,1.7
2016-09-09,1.5,1.68
2016-09-12,1.51,1.69
2016-09-13,1.49,1.67
2016-09-14,1.49,1.68
2016-09-15,1.49,1.67
2016-09-16,1.51,1.68
2016-09-19,1.5,1.65
2016-09-20,1.49,1.65
2016-09-21,1.51,1.65
2016-09-22,1.55,1.7
2016-09-23,1.57,1.72
2016-09-26,1.54,1.68
2016-09-27,1.52,1.66
2016-09-28,1.56,1.68
2016-09-29,1.54,1.64
2016-09-30,1.6,1.75
2016-10-03,1.63,1.79
2016-10-04,1.62,1.79
2016-10-05,1.62,1.76
2016-10-06,1.64,1.79
2016-10-07,1.63,1.76
2016-10-10,,
2016-10-11,1.64,1.77
2016-10-12,1.64,1.77
2016-10-13,1.63,1.76
2016-10-14,1.67,1.81
2016-10-17,1.68,1.81
2016-10-18,1.66,1.78
2016-10-19,1.68,1.8
2016-10-20,1.68,1.8
2016-10-21,1.67,1.78
2016-10-24,1.66,1.79
2016-10-25,1.7,1.83
2016-10-26,1.71,1.84
2016-10-27,1.72,1.87
2016-10-28,1.73,1.86
2016-10-31,1.73,1.87
2016-11-01,1.72,1.85
2016-11-02,1.7,1.85
2016-11-03,1.68,1.84
2016-11-04,1.68,1.84
2016-11-07,1.71,1.86
2016-11-08,1.73,1.89
2016-11-09,1.82,1.97
2016-11-10,1.88,2.06
2016-11-11,,
2016-11-14,1.83,2.01
2016-11-15,1.82,1.97
2016-11-16,1.83,2.0
2016-11-17,1.87,2.03
2016-11-18,1.9,2.06
2016-11-21,1.91,2.08
2016-11-22,1.9,2.05
2016-11-23,1.92,2.1
2016-11-24,,
2016-11-25,1.89,2.04
2016-11-28,1.85,2.01
2016-11-29,1.86,2.03
2016-11-30,1.94,2.11
2016-12-01,1.97,2.13
2016-12-02,1.91,2.06
2016-12-05,1.94,2.09
2016-12-06,1.95,2.1
2016-12-07,1.92,2.06
2016-12-08,1.95,2.07
2016-12-09,1.96,2.09
2016-12-12,1.98,2.1
2016-12-13,1.95,2.04
2016-12-14,1.94,2.06
2016-12-15,1.9,2.02
2016-12-16,1.86,1.97
2016-12-19,1.86,1.98
2016-12-20,1.9,2.0
2016-12-21,1.91,2.08
2016-12-22,1.95,2.04
2016-12-23,1.97,2.1
2016-12-26,,
2016-12-27,1.99,2.1
2016-12-28,1.95,2.05
2016-12-29,1.94,2.07
2016-12-30,1.95,2.06
2017-01-02,,
2017-01-03,1.98,2.1
2017-01-04,1.99,2.12
2017-01-05,1.95,2.07
2017-01-06,1.96,2.08
2017-01-09,1.95,2.05
2017-01-10,1.95,2.06
2017-01-11,1.99,2.13
2017-01-12,1.98,2.09
2017-01-13,1.99,2.13
2017-01-16,,
2017-01-17,1.97,2.1
2017-01-18,2.0,2.14
2017-01-19,2.04,2.18
2017-01-20,2.04,2.16
2017-01-23,2.02,2.18
2017-01-24,2.06,2.19
2017-01-25,2.08,2.2
2017-01-26,2.08,2.22
2017-01-27,2.08,2.2
2017-01-30,2.07,2.19
2017-01-31,2.05,2.16
2017-02-01,2.05,2.18
2017-02-02,2.05,2.17
2017-02-03,2.05,2.19
2017-02-06,2.02,2.13
2017-02-07,2.0,2.13
2017-02-08,1.96,2.1
2017-02-09,1.99,2.12
2017-02-10,2.01,2.15
2017-02-13,2.0,2.13
2017-02-14,2.01,2.15
2017-02-15,2.06,2.19
2017-02-16,2.02,2.14
2017-02-17,2.01,2.17
2017-02-20,,
2017-02-21,2.03,2.19
2017-02-22,2.04,2.16
2017-02-23,2.03,2.16
2017-02-24,2.0,2.1
2017-02-27,2.01,2.16
2017-02-28,2.02,2.15
2017-03-01,2.03,2.22
2017-03-02,2.01,2.18
2017-03-03,2.04,2.16
2017-03-06,2.01,2.12
2017-03-07,2.03,2.14
2017-03-08,2.01,2.12
2017-03-09,2.0,2.11
2017-03-10,2.01,2.12
2017-03-13,2.01,2.16
2017-03-14,1.99,2.1
2017-03-15,2.01,2.18
2017-03-16,2.02,2.17
2017-03-17,2.01,2.13
2017-03-20,2.0,2.14
2017-03-21,1.98,2.16
2017-03-22,1.97,2.15
2017-03-23,1.95,2.15
2017-03-24,1.98,2.23
2017-03-27,1.97,2.19
2017-03-28,1.97,2.21
2017-03-29,1.98,2.16
2017-03-30,1.96,2.11
